model,channel,edge_row,root_family_id,p_anchor,s_component_canonical,s_independent_character,derived_character,heldout_case_id,n_other_edges,n_other_distinct_s_contexts,baseline_predicted_character,baseline_true_rank,baseline_true_cosine,offset_predicted_character,offset_true_rank,offset_true_cosine,candidate_count,support_threshold,baseline_top1,baseline_top5,baseline_top10,baseline_reciprocal_rank,baseline_percentile_rank,offset_top1,offset_top5,offset_top10,offset_reciprocal_rank,offset_percentile_rank,rank_change,top1_rescued,top1_lost,top5_rescued,top5_lost,top10_rescued,top10_lost
bge_m3_1024d,cn_def,EDGE-00481,ROOT-4EA5,亥,口,口,咳,bge_m3_1024d__cn_def__EDGE-00481,11,11,胃,200,0.5855692625045776,胃,611,0.5542386770248413,6039,3,0,0,0,0.005,0.9670420669095728,0,0,0,0.0016366612111292,0.8989731699238158,-411,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00482,ROOT-4EA5,亥,土,土,垓,bge_m3_1024d__cn_def__EDGE-00482,11,11,泥,833,0.5589576959609985,泥,1291,0.5490356087684631,6039,3,0,0,0,0.0012004801920768,0.8622060284862537,0,0,0,0.0007745933384972,0.786353097052004,-458,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00483,ROOT-4EA5,亥,子,子,孩,bge_m3_1024d__cn_def__EDGE-00483,11,11,寅,3156,0.4574690759181976,寅,2944,0.4580323398113251,6039,3,0,0,0,0.0003168567807351,0.4774759854256376,0,0,0,0.0003396739130434,0.5125869493209672,212,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00484,ROOT-4EA5,亥,木,木,核,bge_m3_1024d__cn_def__EDGE-00484,11,11,艾,74,0.5568259954452515,艾,86,0.5500248074531555,6039,3,0,0,0,0.0135135135135135,0.9879099039417024,0,0,0,0.0116279069767441,0.9859224908910236,-12,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00485,ROOT-4EA5,亥,欠,欠,欬,bge_m3_1024d__cn_def__EDGE-00485,11,11,哈,66,0.658768892288208,哈,39,0.6810108423233032,6039,3,0,0,0,0.0151515151515151,0.9892348459754886,0,0,0,0.0256410256410256,0.9937065253395164,27,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00489,ROOT-4EA5,亥,言,言,該,bge_m3_1024d__cn_def__EDGE-00489,11,11,講,1116,0.6428759694099426,講,1237,0.6378369331359863,6039,3,0,0,0,0.0008960573476702,0.8153362040410732,0,0,0,0.0008084074373484,0.7952964557800596,-121,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00490,ROOT-4EA5,亥,門,門,閡,bge_m3_1024d__cn_def__EDGE-00490,11,11,閘,181,0.5697479844093323,閘,90,0.5987591743469238,6039,3,0,0,0,0.005524861878453,0.9701888042398144,0,0,0,0.0111111111111111,0.9852600198741304,91,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00492,ROOT-4EA5,亥,頁,頁,頦,bge_m3_1024d__cn_def__EDGE-00492,11,11,鈔,2494,0.5816087126731873,鈔,2258,0.5791217684745789,6039,3,0,0,0,0.0004009623095429,0.587114938721431,0,0,0,0.0004428697962798,0.6262007287181186,236,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00493,ROOT-4EA5,亥,馬,馬,駭,bge_m3_1024d__cn_def__EDGE-00493,11,11,犀,2346,0.4511490762233734,犀,1764,0.4726402461528778,6039,3,0,0,0,0.0004262574595055,0.6116263663464723,0,0,0,0.0005668934240362,0.7080158993044054,582,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00494,ROOT-4EA5,亥,骨,骨,骸,bge_m3_1024d__cn_def__EDGE-00494,11,11,蓓,3333,0.4270077347755432,蓓,4673,0.3874189257621765,6039,3,0,0,0,0.0003000300030003,0.4481616429281219,0,0,0,0.0002139952921035,0.2262338522689632,-1340,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00747,ROOT-5143,元,氵,水,沅,bge_m3_1024d__cn_def__EDGE-00747,6,6,礬,1479,0.5241068601608276,乾,560,0.5351881980895996,6039,3,0,0,0,0.0006761325219743,0.7552169592580324,0,0,0,0.0017857142857142,0.9074196753892018,919,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00748,ROOT-5143,元,王,玉,玩,bge_m3_1024d__cn_def__EDGE-00748,7,6,鈺,2463,0.4953700304031372,鈺,4238,0.4216212332248688,6039,3,0,0,0,0.0004060089321965,0.5922490891023517,0,0,0,0.0002359603586597,0.2982775753560781,-1775,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00749,ROOT-5143,元,習,習,翫,bge_m3_1024d__cn_def__EDGE-00749,7,6,又,1051,0.5879618525505066,又,560,0.5784279108047485,6039,3,0,0,0,0.0009514747859181,0.8261013580655846,0,0,0,0.0017857142857142,0.9074196753892018,491,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00754,ROOT-5143,元,頁,頁,頑,bge_m3_1024d__cn_def__EDGE-00754,7,6,鈔,3863,0.5344991087913513,票,4219,0.4728418588638305,6039,3,0,0,0,0.000258866166192,0.3603842331897979,0,0,0,0.0002370229912301,0.30142431268632,-356,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00755,ROOT-5143,元,黽,黽,黿,bge_m3_1024d__cn_def__EDGE-00755,7,6,鄯,5257,0.3563332855701446,慓,4699,0.3401007652282715,6039,3,0,0,0,0.0001902225603956,0.1295130838025836,0,0,0,0.0002128112364332,0.2219277906591586,558,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00807,ROOT-5303,曷,亻,人,偈,bge_m3_1024d__cn_def__EDGE-00807,13,13,工,2323,0.4574815630912781,工,1222,0.490887701511383,6039,3,0,0,0,0.0004304778303917,0.6154355746936071,0,0,0,0.0008183306055646,0.7977807220934084,1101,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00808,ROOT-5303,曷,口,口,喝,bge_m3_1024d__cn_def__EDGE-00808,13,13,胃,59,0.6386091709136963,胃,55,0.641675591468811,6039,3,0,0,0,0.0169491525423728,0.9903941702550514,0,0,0,0.0181818181818181,0.9910566412719444,4,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00810,ROOT-5303,曷,忄,心,愒,bge_m3_1024d__cn_def__EDGE-00810,13,13,膽,4529,0.429220050573349,脾,3068,0.4665755033493042,6039,3,0,0,0,0.0002207992934422,0.2500828088771116,0,0,0,0.0003259452411994,0.4920503477972838,1461,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00811,ROOT-5303,曷,扌,手,揭,bge_m3_1024d__cn_def__EDGE-00811,13,13,軀,163,0.6751365065574646,軀,239,0.670250654220581,6039,3,0,0,0,0.0061349693251533,0.973169923815833,0,0,0,0.00418410041841,0.9605829744948658,-76,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00815,ROOT-5303,曷,欠,欠,歇,bge_m3_1024d__cn_def__EDGE-00815,13,13,哈,6,0.7251135110855103,哈,6,0.7220815420150757,6039,3,0,0,1,0.1666666666666666,0.9991719112288836,0,0,1,0.1666666666666666,0.9991719112288836,0,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00817,ROOT-5303,曷,氵,水,渴,bge_m3_1024d__cn_def__EDGE-00817,13,13,礬,309,0.5821766257286072,乾,583,0.5680552124977112,6039,3,0,0,0,0.0032362459546925,0.9489897316992382,0,0,0,0.0017152658662092,0.9036104670420668,-274,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00819,ROOT-5303,曷,石,石,碣,bge_m3_1024d__cn_def__EDGE-00819,13,13,合,2937,0.5076086521148682,合,4608,0.456253170967102,6039,3,0,0,0,0.0003404834865509,0.51374627360053,0,0,0,0.0002170138888888,0.2369990062934747,-1671,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00821,ROOT-5303,曷,立,立,竭,bge_m3_1024d__cn_def__EDGE-00821,13,13,矗,3958,0.4880572557449341,矗,3422,0.4807902872562408,6039,3,0,0,0,0.0002526528549772,0.3446505465385889,0,0,0,0.0002922267679719,0.4334216628022523,536,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00822,ROOT-5303,曷,羊,羊,羯,bge_m3_1024d__cn_def__EDGE-00822,13,13,禎,5048,0.4399157464504242,禎,4710,0.4270800054073334,6039,3,0,0,0,0.0001980982567353,0.1641271944352434,0,0,0,0.000212314225053,0.2201059953627029,338,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00827,ROOT-5303,曷,衤,衣,褐,bge_m3_1024d__cn_def__EDGE-00827,13,13,襪,43,0.6870371699333191,襖,24,0.7121591567993164,6039,3,0,0,0,0.0232558139534883,0.9930440543226234,0,0,0,0.0416666666666666,0.9961907916528652,19,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00828,ROOT-5303,曷,言,言,謁,bge_m3_1024d__cn_def__EDGE-00828,13,13,講,545,0.6761423349380493,講,530,0.6740761995315552,6039,3,0,0,0,0.0018348623853211,0.9099039417025504,0,0,0,0.0018867924528301,0.9123882080158991,15,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02217,ROOT-572D,圭,亻,人,佳,bge_m3_1024d__cn_def__EDGE-02217,15,15,工,119,0.5600595474243164,工,75,0.5869422554969788,6039,3,0,0,0,0.0084033613445378,0.9804571050016562,0,0,0,0.0133333333333333,0.9877442861874792,44,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02219,ROOT-572D,圭,卜,卜,卦,bge_m3_1024d__cn_def__EDGE-02219,15,15,兆,361,0.5152876973152161,兆,1108,0.4964268505573272,6039,3,0,0,0,0.002770083102493,0.940377608479629,0,0,0,0.0009025270758122,0.8166611460748592,-747,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02226,ROOT-572D,圭,口,口,哇,bge_m3_1024d__cn_def__EDGE-02226,15,15,胃,920,0.5242921113967896,胃,625,0.5532233715057373,6039,3,0,0,0,0.0010869565217391,0.8477972838688308,0,0,0,0.0016,0.8966545213646903,295,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02227,ROOT-572D,圭,大,大,奎,bge_m3_1024d__cn_def__EDGE-02227,15,15,小,5788,0.3863432705402374,小,5931,0.3527614176273346,6039,3,0,0,0,0.0001727712508638,0.0415700563100364,0,0,0,0.000168605631428,0.0178867174561112,-143,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02229,ROOT-572D,圭,女,女,娃,bge_m3_1024d__cn_def__EDGE-02229,15,15,男,165,0.6570819020271301,男,108,0.6598079204559326,6039,3,0,0,0,0.006060606060606,0.9728386883073864,0,0,0,0.0092592592592592,0.982278900298112,57,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02230,ROOT-572D,圭,心,心,恚,bge_m3_1024d__cn_def__EDGE-02230,15,15,膽,3300,0.4523475468158722,膽,3188,0.4596250355243683,6039,3,0,0,0,0.0003030303030303,0.4536270288174893,0,0,0,0.0003136762860727,0.4721762172904935,112,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02232,ROOT-572D,圭,木,木,桂,bge_m3_1024d__cn_def__EDGE-02232,15,15,艾,678,0.4607685804367065,艾,682,0.4736168384552002,6039,3,0,0,0,0.0014749262536873,0.8878767803908579,0,0,0,0.001466275659824,0.8872143093739648,-4,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02236,ROOT-572D,圭,王,玉,珪,bge_m3_1024d__cn_def__EDGE-02236,15,15,鈺,2713,0.489359438419342,鈺,2600,0.5029937028884888,6039,3,0,0,0,0.0003685956505713,0.5508446505465385,0,0,0,0.0003846153846153,0.5695594567737661,113,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02237,ROOT-572D,圭,田,田,畦,bge_m3_1024d__cn_def__EDGE-02237,15,15,疇,12,0.7638093829154968,疇,3,0.7726706862449646,6039,3,0,0,0,0.0833333333333333,0.9981782047035442,0,1,1,0.3333333333333333,0.9996687644915536,9,0,0,1,0,1,0
bge_m3_1024d,cn_def,EDGE-02243,ROOT-572D,圭,虫,虫,蛙,bge_m3_1024d__cn_def__EDGE-02243,15,15,虺,4519,0.4489132761955261,虺,5578,0.3943409025669098,6039,3,0,0,0,0.0002212878955521,0.2517389864193441,0,0,0,0.0001792757260666,0.0763497846969195,-1059,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02244,ROOT-572D,圭,行,行,街,bge_m3_1024d__cn_def__EDGE-02244,15,15,陳,1501,0.4423532783985138,陳,2744,0.4147016406059265,6039,3,0,0,0,0.0006662225183211,0.7515733686651209,0,0,0,0.0003644314868804,0.5457105001656177,-1243,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02248,ROOT-572D,圭,門,門,閨,bge_m3_1024d__cn_def__EDGE-02248,15,15,閘,3666,0.4426275491714477,閘,3437,0.4508174061775207,6039,3,0,0,0,0.0002727768685215,0.3930109307717787,0,0,0,0.0002909514111143,0.4309373964889036,229,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02249,ROOT-572D,圭,革,革,鞋,bge_m3_1024d__cn_def__EDGE-02249,15,15,韋,3070,0.4896444380283355,韋,3782,0.4926342964172363,6039,3,0,0,0,0.0003257328990228,0.4917191122888373,0,0,0,0.0002644103648863,0.3737992712818814,-712,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02266,ROOT-582F,堯,亻,人,僥,bge_m3_1024d__cn_def__EDGE-02266,12,12,工,649,0.5083918571472168,工,432,0.5498813986778259,6039,3,0,0,0,0.0015408320493066,0.8926796952633322,0,0,0,0.0023148148148148,0.928618747929778,217,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02268,ROOT-582F,堯,女,女,嬈,bge_m3_1024d__cn_def__EDGE-02268,12,12,男,2155,0.5710727572441101,男,2932,0.5310266613960266,6039,3,0,0,0,0.0004640371229698,0.6432593574031136,0,0,0,0.0003410641200545,0.5145743623716462,-777,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02270,ROOT-582F,堯,扌,手,撓,bge_m3_1024d__cn_def__EDGE-02270,12,12,軀,3703,0.5352329611778259,軀,2709,0.5561427474021912,6039,3,0,0,0,0.0002700513097488,0.3868830738655183,0,0,0,0.0003691399040236,0.5515071215634316,994,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02271,ROOT-582F,堯,日,日,曉,bge_m3_1024d__cn_def__EDGE-02271,12,12,景,52,0.7216414213180542,景,60,0.7052792906761169,6039,3,0,0,0,0.0192307692307692,0.991553494534614,0,0,0,0.0166666666666666,0.990228552500828,-8,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02272,ROOT-582F,堯,木,木,橈,bge_m3_1024d__cn_def__EDGE-02272,12,12,艾,4118,0.3672091960906982,艾,3877,0.37961545586586,6039,3,0,0,0,0.0002428363283147,0.3181517058628684,0,0,0,0.0002579313902501,0.3580655846306724,241,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02273,ROOT-582F,堯,氵,水,澆,bge_m3_1024d__cn_def__EDGE-02273,12,12,礬,113,0.616319477558136,乾,65,0.6466203331947327,6039,3,0,0,0,0.0088495575221238,0.9814508115269956,0,0,0,0.0153846153846153,0.9894004637297118,48,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02274,ROOT-582F,堯,火,火,燒,bge_m3_1024d__cn_def__EDGE-02274,12,12,焰,17,0.6941139698028564,焰,15,0.7074078321456909,6039,3,0,0,0,0.0588235294117647,0.997350115932428,0,0,0,0.0666666666666666,0.9976813514408744,2,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02277,ROOT-582F,堯,糸,糸,繞,bge_m3_1024d__cn_def__EDGE-02277,12,12,緬,54,0.6930750012397766,緬,29,0.7053623795509338,6039,3,0,0,0,0.0185185185185185,0.9912222590261676,0,0,0,0.0344827586206896,0.9953627028817488,25,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02278,ROOT-582F,堯,羽,羽,翹,bge_m3_1024d__cn_def__EDGE-02278,12,12,毳,947,0.5714421272277832,毳,249,0.6241528987884521,6039,3,0,0,0,0.0010559662090813,0.843325604504803,0,0,0,0.0040160642570281,0.9589267969526332,698,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02281,ROOT-582F,堯,虫,虫,蟯,bge_m3_1024d__cn_def__EDGE-02281,12,12,虺,151,0.5793924927711487,虺,1716,0.517164409160614,6039,3,0,0,0,0.0066225165562913,0.975157336866512,0,0,0,0.0005827505827505,0.7159655515071215,-1565,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02285,ROOT-582F,堯,釒,金,鐃,bge_m3_1024d__cn_def__EDGE-02285,12,12,鈾,3322,0.4284946024417877,鈾,2677,0.456936240196228,6039,3,0,0,0,0.0003010234798314,0.4499834382245776,0,0,0,0.000373552484124,0.5568068896985756,645,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02287,ROOT-582F,堯,飠,食,饒,bge_m3_1024d__cn_def__EDGE-02287,12,12,啖,1482,0.6200677156448364,啖,968,0.6475442051887512,6039,3,0,0,0,0.0006747638326585,0.7547201059953628,0,0,0,0.0010330578512396,0.8398476316661146,514,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-02288,ROOT-582F,堯,馬,馬,驍,bge_m3_1024d__cn_def__EDGE-02288,12,12,犀,2794,0.4429279565811157,犀,3199,0.4480107128620147,6039,3,0,0,0,0.0003579098067287,0.5374296124544551,0,0,0,0.0003125976867771,0.4703544219940377,-405,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03014,ROOT-382F,台,女,女,始,bge_m3_1024d__cn_def__EDGE-03014,14,13,男,3316,0.5352053046226501,男,3678,0.4863067269325256,6039,3,0,0,0,0.0003015681544028,0.4509771447499172,0,0,0,0.0002718868950516,0.3910235177210996,-362,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03015,ROOT-382F,台,心,心,怠,bge_m3_1024d__cn_def__EDGE-03015,14,13,膽,2397,0.4680339097976684,腎,681,0.5336542129516602,6039,3,0,0,0,0.0004171881518564,0.6031798608810864,0,0,0,0.0014684287812041,0.8873799271281881,1716,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03016,ROOT-382F,台,忄,心,怡,bge_m3_1024d__cn_def__EDGE-03016,14,13,膽,1606,0.4830376505851745,腎,921,0.5254935026168823,6039,3,0,0,0,0.0006226650062266,0.7341835044716793,0,0,0,0.001085776330076,0.8476316661146075,685,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03018,ROOT-382F,台,歹,歹,殆,bge_m3_1024d__cn_def__EDGE-03018,14,13,孬,79,0.7222728133201599,孬,111,0.689646303653717,6039,3,0,0,0,0.0126582278481012,0.9870818151705862,0,0,0,0.009009009009009,0.9817820470354424,-32,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03019,ROOT-382F,台,氵,水,治,bge_m3_1024d__cn_def__EDGE-03019,14,13,礬,4825,0.4414879381656647,乾,4222,0.4455004334449768,6039,3,0,0,0,0.0002072538860103,0.2010599536270287,0,0,0,0.0002368545712932,0.3009274594236502,603,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03023,ROOT-382F,台,竹,竹,笞,bge_m3_1024d__cn_def__EDGE-03023,14,13,蔥,490,0.5474799275398254,蔥,547,0.5407412052154541,6039,3,0,0,0,0.0020408163265306,0.9190129181848294,0,0,0,0.0018281535648994,0.909572706194104,-57,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03024,ROOT-382F,台,糸,糸,紿,bge_m3_1024d__cn_def__EDGE-03024,14,13,緬,2104,0.5606821775436401,緬,778,0.5914240479469299,6039,3,0,0,0,0.0004752851711026,0.6517058628684995,0,0,0,0.0012853470437017,0.8713150049685326,1326,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03025,ROOT-382F,台,肉,肉,胎,bge_m3_1024d__cn_def__EDGE-03025,14,13,鱗,43,0.6178685426712036,鱗,204,0.557840883731842,6039,3,0,0,0,0.0232558139534883,0.9930440543226234,0,0,0,0.0049019607843137,0.9663795958926796,-161,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03028,ROOT-382F,台,貝,貝,貽,bge_m3_1024d__cn_def__EDGE-03028,14,13,魷,2073,0.4770731031894684,蛤,2120,0.4871699810028076,6039,3,0,0,0,0.0004823926676314,0.6568400132494203,0,0,0,0.0004716981132075,0.6490559788009275,-47,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03031,ROOT-382F,台,風,風,颱,bge_m3_1024d__cn_def__EDGE-03031,14,13,息,3899,0.5020628571510315,息,4308,0.4801632761955261,6039,3,0,0,0,0.0002564760194921,0.3544219940377608,0,0,0,0.0002321262766945,0.2866843325604504,-409,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03032,ROOT-382F,台,飠,食,飴,bge_m3_1024d__cn_def__EDGE-03032,14,13,啖,2132,0.6021666526794434,啖,3304,0.5600359439849854,6039,3,0,0,0,0.0004690431519699,0.6470685657502484,0,0,0,0.0003026634382566,0.4529645578005962,-1172,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03033,ROOT-382F,台,馬,馬,駘,bge_m3_1024d__cn_def__EDGE-03033,14,13,犀,3853,0.4233103394508362,犀,3881,0.4358169734477997,6039,3,0,0,0,0.0002595380223202,0.3620404107320305,0,0,0,0.0002576655501159,0.3574031136137794,-28,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03085,ROOT-5E1D,帝,口,口,啻,bge_m3_1024d__cn_def__EDGE-03085,3,3,胃,2689,0.4767590761184692,胃,2091,0.4153015613555908,6039,3,0,0,0,0.0003718854592785,0.5548194766478967,0,0,0,0.0004782400765184,0.6538588936734018,598,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03087,ROOT-5E1D,帝,口,口,啼,bge_m3_1024d__cn_def__EDGE-03087,3,3,胃,2055,0.4898545742034912,胃,5098,0.340370237827301,6039,3,0,0,0,0.0004866180048661,0.6598211328254389,0,0,0,0.0001961553550411,0.1558463067240808,-3043,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03089,ROOT-5E1D,帝,糸,糸,締,bge_m3_1024d__cn_def__EDGE-03089,4,3,緬,2721,0.5426492094993591,緬,3789,0.4235034584999084,6039,3,0,0,0,0.0003675119441381,0.5495197085127526,0,0,0,0.0002639218791237,0.3726399470023186,-1068,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03091,ROOT-5E1D,帝,言,言,諦,bge_m3_1024d__cn_def__EDGE-03091,4,3,講,428,0.6833900213241577,講,454,0.6311914920806885,6039,3,0,0,0,0.0023364485981308,0.929281218946671,0,0,0,0.0022026431718061,0.9249751573368664,-26,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03092,ROOT-5E1D,帝,𧾷,足,蹄,bge_m3_1024d__cn_def__EDGE-03092,4,3,太,5267,0.4177741408348083,太,5983,0.2596388459205627,6039,3,0,0,0,0.0001898614011771,0.127856906260351,0,0,0,0.0001671402306535,0.0092745942365021,-716,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03943,ROOT-67EC,闌,木,木,欄,bge_m3_1024d__cn_def__EDGE-03943,16,14,艾,1109,0.4372533559799194,艾,1512,0.4229788780212402,6039,3,0,0,0,0.0009017132551848,0.816495528320636,0,0,0,0.0006613756613756,0.749751573368665,-403,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-03944,ROOT-67EC,闌,氵,水,瀾,bge_m3_1024d__cn_def__EDGE-03944,16,14,礬,3000,0.4870675206184387,礬,4096,0.4659345746040344,6039,3,0,0,0,0.0003333333333333,0.503312355084465,0,0,0,0.000244140625,0.3217952964557801,-1096,0,0,0,0,0,0
