model,channel,edge_row,root_family_id,p_anchor,s_component_canonical,s_independent_character,derived_character,heldout_case_id,n_other_edges,n_other_distinct_s_contexts,baseline_predicted_character,baseline_true_rank,baseline_true_cosine,offset_predicted_character,offset_true_rank,offset_true_cosine,candidate_count,support_threshold,baseline_top1,baseline_top5,baseline_top10,baseline_reciprocal_rank,baseline_percentile_rank,offset_top1,offset_top5,offset_top10,offset_reciprocal_rank,offset_percentile_rank,rank_change,top1_rescued,top1_lost,top5_rescued,top5_lost,top10_rescued,top10_lost
bge_m3_1024d,cn_def,EDGE-00019,ROOT-4E01,丁,扌,手,打,bge_m3_1024d__cn_def__EDGE-00019,13,12,軀,1187,0.605349063873291,胸,614,0.6243618726730347,6039,3,0,0,0,0.0008424599831508,0.8035773434912222,0,0,0,0.001628664495114,0.898476316661146,573,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00022,ROOT-4E01,丁,氵,水,汀,bge_m3_1024d__cn_def__EDGE-00022,13,12,礬,391,0.5752347707748413,礬,329,0.5758541822433472,6039,3,0,0,0,0.0025575447570332,0.9354090758529314,0,0,0,0.0030395136778115,0.9456773766147732,62,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00024,ROOT-4E01,丁,田,田,町,bge_m3_1024d__cn_def__EDGE-00024,13,12,疇,2268,0.556064784526825,疇,1650,0.5695000886917114,6039,3,0,0,0,0.0004409171075837,0.624544551175886,0,0,0,0.0006060606060606,0.7268963232858563,618,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00027,ROOT-4E01,丁,言,言,訂,bge_m3_1024d__cn_def__EDGE-00027,12,12,講,852,0.6578580737113953,講,740,0.6485520005226135,6039,3,0,0,0,0.0011737089201877,0.859059291156012,0,0,0,0.0013513513513513,0.8776084796290162,112,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00028,ROOT-4E01,丁,酉,酉,酊,bge_m3_1024d__cn_def__EDGE-00028,13,12,戌,4462,0.4098278880119324,戌,4066,0.4161431491374969,6039,3,0,0,0,0.0002241147467503,0.2611791984100695,0,0,0,0.0002459419576979,0.3267638290824777,396,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00029,ROOT-4E01,丁,釒,金,釘,bge_m3_1024d__cn_def__EDGE-00029,13,12,鈾,1511,0.4619252979755401,鈾,1511,0.4628531038761139,6039,3,0,0,0,0.00066181336863,0.7499171911228883,0,0,0,0.00066181336863,0.7499171911228883,0,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00031,ROOT-4E01,丁,頁,頁,頂,bge_m3_1024d__cn_def__EDGE-00031,13,12,鈔,1526,0.610916018486023,鈔,3292,0.5461478233337402,6039,3,0,0,0,0.0006553079947575,0.7474329248095396,0,0,0,0.0003037667071688,0.4549519708512752,-1766,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00034,ROOT-4E02,丂,工,工,巧,bge_m3_1024d__cn_def__EDGE-00034,3,3,員,1120,0.5632176399230957,技,1827,0.515569269657135,6039,3,0,0,0,0.0008928571428571,0.8146737330241802,0,0,0,0.0005473453749315,0.6975819807883405,-707,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00036,ROOT-4E02,丂,木,木,朽,bge_m3_1024d__cn_def__EDGE-00036,3,3,艾,1356,0.4289112985134125,艾,409,0.4152752757072449,6039,3,0,0,0,0.0007374631268436,0.7755879430274926,0,0,0,0.0024449877750611,0.9324279562769128,947,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00037,ROOT-4E02,丂,老,老,考,bge_m3_1024d__cn_def__EDGE-00037,3,3,多,263,0.6290243864059448,多,928,0.5222078561782837,6039,3,0,0,0,0.0038022813688212,0.9566081483935078,0,0,0,0.0010775862068965,0.8464723418350447,-665,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00038,ROOT-4E02,考,扌,手,拷,bge_m3_1024d__cn_def__EDGE-00038,3,3,軀,4634,0.502322256565094,軀,5305,0.4278425276279449,6039,3,0,0,0,0.0002157962883038,0.23269294468367,0,0,0,0.0001885014137606,0.1215634315998674,-671,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00045,ROOT-4E0D,不,一,一,丕,bge_m3_1024d__cn_def__EDGE-00045,4,4,十,106,0.549487829208374,十,14,0.5723381638526917,6039,3,0,0,0,0.0094339622641509,0.9826101358065584,0,0,0,0.0714285714285714,0.9978469691950976,92,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00048,ROOT-4E0D,丕,肉,肉,胚,bge_m3_1024d__cn_def__EDGE-00048,4,4,鱗,97,0.5888385772705078,鱗,482,0.5012162923812866,6039,3,0,0,0,0.0103092783505154,0.9841006955945676,0,0,0,0.0020746887966804,0.9203378602186154,-385,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00051,ROOT-4E0D,不,口,口,否,bge_m3_1024d__cn_def__EDGE-00051,4,4,胃,5588,0.3929186463356018,胃,5858,0.3429116308689117,6039,3,0,0,0,0.0001789549033643,0.0746936071546869,0,0,0,0.0001707067258449,0.0299768135144087,-270,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00053,ROOT-4E0D,否,喜,喜,嚭,bge_m3_1024d__cn_def__EDGE-00053,4,4,愉,1057,0.6352689862251282,愉,139,0.659741222858429,6039,3,0,0,0,0.0009460737937559,0.8251076515402451,0,0,0,0.0071942446043165,0.9771447499171912,918,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00056,ROOT-4E0D,不,土,土,坏,bge_m3_1024d__cn_def__EDGE-00056,4,4,泥,2007,0.5179874897003174,壤,1745,0.4846074879169464,6039,3,0,0,0,0.0004982561036372,0.667770785028155,0,0,0,0.0005730659025787,0.7111626366346473,262,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00062,ROOT-219CD,𡧍,貝,貝,賓,bge_m3_1024d__cn_def__EDGE-00062,8,8,魷,5220,0.4161234200000763,蜆,3489,0.4331530630588531,6039,3,0,0,0,0.000191570881226,0.135640940708844,0,0,0,0.0002866150759529,0.4223252732692945,1731,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00063,ROOT-219CD,賓,亻,人,儐,bge_m3_1024d__cn_def__EDGE-00063,8,8,工,2090,0.4633696973323822,工,326,0.5051401853561401,6039,3,0,0,0,0.0004784688995215,0.6540245114276251,0,0,0,0.0030674846625766,0.9461742298774428,1764,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00064,ROOT-219CD,賓,女,女,嬪,bge_m3_1024d__cn_def__EDGE-00064,8,8,男,4874,0.4721231758594513,男,4287,0.4395303130149841,6039,3,0,0,0,0.0002051702913418,0.1929446836700894,0,0,0,0.000233263354327,0.2901623053991388,587,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00065,ROOT-219CD,賓,扌,手,擯,bge_m3_1024d__cn_def__EDGE-00065,8,8,軀,5064,0.4871446490287781,胸,5058,0.4531190097332001,6039,3,0,0,0,0.0001974723538704,0.1614773103676714,0,0,0,0.0001977066034005,0.1624710168930109,6,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00066,ROOT-219CD,賓,木,木,檳,bge_m3_1024d__cn_def__EDGE-00066,8,8,艾,225,0.5135442018508911,艾,179,0.4938808977603912,6039,3,0,0,0,0.0044444444444444,0.9629016230539914,0,0,0,0.0055865921787709,0.9705200397482612,46,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00067,ROOT-219CD,賓,歹,歹,殯,bge_m3_1024d__cn_def__EDGE-00067,8,8,孬,4655,0.4597752094268799,孬,3896,0.4495328664779663,6039,3,0,0,0,0.0002148227712137,0.2292149718449817,0,0,0,0.0002566735112936,0.3549188473004305,759,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00068,ROOT-219CD,賓,氵,水,濱,bge_m3_1024d__cn_def__EDGE-00068,8,8,礬,658,0.5566616058349609,礬,777,0.507094144821167,6039,3,0,0,0,0.0015197568389057,0.891189135475323,0,0,0,0.0012870012870012,0.8714806227227558,-119,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00070,ROOT-219CD,賓,糸,糸,繽,bge_m3_1024d__cn_def__EDGE-00070,8,8,緬,1695,0.5726884603500366,緬,2131,0.5222841501235962,6039,3,0,0,0,0.0005899705014749,0.7194435243458099,0,0,0,0.000469263256687,0.6472341835044717,-436,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00072,ROOT-219CD,賓,髟,髟,鬢,bge_m3_1024d__cn_def__EDGE-00072,8,8,埤,85,0.647864043712616,惘,152,0.5958074927330017,6039,3,0,0,0,0.0117647058823529,0.9860881086452468,0,0,0,0.006578947368421,0.9749917191122888,-67,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00074,ROOT-4E11,丑,忄,心,忸,bge_m3_1024d__cn_def__EDGE-00074,3,3,膽,5835,0.3786703944206238,膽,4217,0.3925521671772003,6039,3,0,0,0,0.0001713796058269,0.0337860218615435,0,0,0,0.0002371354043158,0.3017555481947664,1618,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00078,ROOT-4E11,丑,糸,糸,紐,bge_m3_1024d__cn_def__EDGE-00078,3,3,緬,2654,0.5448737740516663,緬,2140,0.4761428236961365,6039,3,0,0,0,0.0003767897513187,0.5606160980457104,0,0,0,0.0004672897196261,0.6457436237164624,514,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00079,ROOT-4E11,丑,羊,羊,羞,bge_m3_1024d__cn_def__EDGE-00079,3,3,禎,4159,0.4694182276725769,禎,2497,0.4657415747642517,6039,3,0,0,0,0.0002404424140418,0.3113613779397152,0,0,0,0.000400480576692,0.5866180854587612,1662,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00081,ROOT-4E11,丑,釒,金,鈕,bge_m3_1024d__cn_def__EDGE-00081,3,3,鈾,244,0.5087685585021973,鈾,202,0.4742327630519867,6039,3,0,0,0,0.0040983606557377,0.9597548857237496,0,0,0,0.0049504950495049,0.9667108314011262,42,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00082,ROOT-4E14,且,力,力,助,bge_m3_1024d__cn_def__EDGE-00082,15,15,搬,559,0.5011799335479736,搬,395,0.4960990250110626,6039,3,0,0,0,0.0017889087656529,0.907585293143425,0,0,0,0.0025316455696202,0.9347466048360384,164,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00084,ROOT-4E14,助,釒,金,鋤,bge_m3_1024d__cn_def__EDGE-00084,15,15,鈾,4692,0.3995439410209656,鈾,5390,0.361470103263855,6039,3,0,0,0,0.0002131287297527,0.2230871149387214,0,0,0,0.0001855287569573,0.107485922490891,-698,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00085,ROOT-4E14,且,口,口,咀,bge_m3_1024d__cn_def__EDGE-00085,15,15,胃,34,0.6591803431510925,胃,46,0.6324142813682556,6039,3,0,0,0,0.0294117647058823,0.9945346141106328,0,0,0,0.0217391304347826,0.9925472010599536,-12,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00086,ROOT-4E14,且,女,女,姐,bge_m3_1024d__cn_def__EDGE-00086,15,15,男,2797,0.551624059677124,男,2293,0.548983633518219,6039,3,0,0,0,0.0003575259206292,0.5369327591917854,0,0,0,0.0004361098996947,0.6204041073203047,504,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00092,ROOT-4E14,且,歹,歹,殂,bge_m3_1024d__cn_def__EDGE-00092,15,15,孬,534,0.632657527923584,孬,866,0.5812792181968689,6039,3,0,0,0,0.0018726591760299,0.9117257369990064,0,0,0,0.0011547344110854,0.8567406425968864,-332,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00093,ROOT-4E14,且,氵,水,沮,bge_m3_1024d__cn_def__EDGE-00093,15,15,礬,1481,0.5241068601608276,礬,1461,0.5180506706237793,6039,3,0,0,0,0.00067521944632,0.754885723749586,0,0,0,0.000684462696783,0.758198078834051,20,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00095,ROOT-4E14,且,犭,犬,狙,bge_m3_1024d__cn_def__EDGE-00095,15,15,吠,4617,0.4714612066745758,吠,4875,0.4497070908546448,6039,3,0,0,0,0.0002165908598657,0.2355084465054654,0,0,0,0.0002051282051282,0.1927790659158661,-258,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00098,ROOT-4E14,且,礻,示,祖,bge_m3_1024d__cn_def__EDGE-00098,15,15,呈,3754,0.5230755805969238,呈,3830,0.5132225751876831,6039,3,0,0,0,0.0002663825253063,0.3784365684001325,0,0,0,0.0002610966057441,0.3658496190791652,-76,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00099,ROOT-4E14,且,禾,禾,租,bge_m3_1024d__cn_def__EDGE-00099,15,15,糧,517,0.5094897150993347,糧,578,0.4922252595424652,6039,3,0,0,0,0.0019342359767891,0.9145412388208016,0,0,0,0.0017301038062283,0.9044385558131832,-61,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00101,ROOT-4E14,且,米,米,粗,bge_m3_1024d__cn_def__EDGE-00101,15,15,糠,1321,0.4865434169769287,糠,1972,0.4598129391670227,6039,3,0,0,0,0.0007570022710068,0.7813845644253063,0,0,0,0.0005070993914807,0.6735674064259689,-651,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00102,ROOT-4E14,且,糸,糸,組,bge_m3_1024d__cn_def__EDGE-00102,15,15,緬,5003,0.4572288393974304,緬,5500,0.4090265929698944,6039,3,0,0,0,0.0001998800719568,0.1715799933752898,0,0,0,0.0001818181818181,0.0892679695263332,-497,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00106,ROOT-4E14,且,虫,虫,蛆,bge_m3_1024d__cn_def__EDGE-00106,15,15,虺,1747,0.5067468881607056,虺,2460,0.4669270813465118,6039,3,0,0,0,0.0005724098454493,0.7108314011262007,0,0,0,0.0004065040650406,0.5927459423650215,-713,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00107,ROOT-4E14,且,言,言,詛,bge_m3_1024d__cn_def__EDGE-00107,15,15,講,3380,0.5420836210250854,講,3432,0.5273606777191162,6039,3,0,0,0,0.0002958579881656,0.440377608479629,0,0,0,0.0002913752913752,0.4317654852600199,-52,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00108,ROOT-4E14,且,走,走,趄,bge_m3_1024d__cn_def__EDGE-00108,15,15,跨,39,0.6847407817840576,跨,36,0.6668655872344971,6039,3,0,0,0,0.0256410256410256,0.9937065253395164,0,0,0,0.0277777777777777,0.994203378602186,3,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00111,ROOT-4E14,且,隹,隹,雎,bge_m3_1024d__cn_def__EDGE-00111,15,15,禽,4767,0.3654219806194305,禽,4030,0.3669107258319855,6039,3,0,0,0,0.000209775540172,0.2106657833719775,0,0,0,0.0002481389578163,0.3327260682345148,737,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00113,ROOT-4E14,且,齒,齒,齟,bge_m3_1024d__cn_def__EDGE-00113,15,15,牙,113,0.6120502352714539,牙,104,0.5998418927192688,6039,3,0,0,0,0.0088495575221238,0.9814508115269956,0,0,0,0.0096153846153846,0.9829413713150048,9,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00128,ROOT-5E73,平,土,土,坪,bge_m3_1024d__cn_def__EDGE-00128,5,5,泥,279,0.6086525917053223,泥,368,0.5776557326316833,6039,3,0,0,0,0.003584229390681,0.9539582643259358,0,0,0,0.0027173913043478,0.9392182842000664,-89,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00129,ROOT-5E73,平,忄,心,怦,bge_m3_1024d__cn_def__EDGE-00129,5,5,膽,379,0.5309772491455078,脾,1345,0.4844601154327392,6039,3,0,0,0,0.0026385224274406,0.9373964889036104,0,0,0,0.0007434944237918,0.7774097383239483,-966,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00130,ROOT-5E73,平,扌,手,抨,bge_m3_1024d__cn_def__EDGE-00130,5,5,軀,3650,0.5366182327270508,軀,2934,0.5401506423950195,6039,3,0,0,0,0.0002739726027397,0.3956608148393508,0,0,0,0.0003408316291751,0.5142431268631997,716,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00131,ROOT-5E73,平,木,木,枰,bge_m3_1024d__cn_def__EDGE-00131,5,5,艾,3574,0.378102958202362,艾,3651,0.3811531662940979,6039,3,0,0,0,0.0002797985450475,0.4082477641603179,0,0,0,0.0002738975623116,0.3954951970851275,-77,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00134,ROOT-5E73,平,禾,禾,秤,bge_m3_1024d__cn_def__EDGE-00134,5,5,糧,1094,0.475528359413147,糧,526,0.5203023552894592,6039,3,0,0,0,0.0009140767824497,0.8189797946339847,0,0,0,0.0019011406844106,0.9130506790327924,568,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00136,ROOT-5E73,平,言,言,評,bge_m3_1024d__cn_def__EDGE-00136,5,5,講,1831,0.6109095811843872,講,1810,0.5613493323326111,6039,3,0,0,0,0.0005461496450027,0.6969195097714476,0,0,0,0.0005524861878453,0.7003974826101358,21,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00144,ROOT-4E29,丩,口,口,叫,bge_m3_1024d__cn_def__EDGE-00144,3,3,胃,303,0.5668668150901794,胃,229,0.5466271042823792,6039,3,0,0,0,0.0033003300330033,0.9499834382245776,0,0,0,0.0043668122270742,0.9622391520370984,74,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00149,ROOT-4E29,丩,糸,糸,糾,bge_m3_1024d__cn_def__EDGE-00149,3,3,緬,99,0.673202395439148,緬,84,0.6401760578155518,6039,3,0,0,0,0.0101010101010101,0.9837694600861212,0,0,0,0.0119047619047619,0.98625372639947,15,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00150,ROOT-4E29,丩,虫,虫,虯,bge_m3_1024d__cn_def__EDGE-00150,3,3,虺,3,0.675700306892395,虺,16,0.6133297085762024,6039,3,0,1,1,0.3333333333333333,0.9996687644915536,0,0,0,0.0625,0.9975157336866513,-13,0,0,0,1,0,1
bge_m3_1024d,cn_def,EDGE-00152,ROOT-4E29,丩,走,走,赳,bge_m3_1024d__cn_def__EDGE-00152,3,3,跨,3749,0.473146378993988,跨,2333,0.4784609079360962,6039,3,0,0,0,0.0002667377967457,0.3792646571712488,0,0,0,0.0004286326618088,0.6137793971513746,1416,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00153,ROOT-4E2D,中,亻,人,仲,bge_m3_1024d__cn_def__EDGE-00153,5,5,工,4202,0.4136840403079986,黠,4486,0.3557933270931244,6039,3,0,0,0,0.0002379819133745,0.3042398145081153,0,0,0,0.000222915737851,0.2572043723087115,-284,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00154,ROOT-4E2D,中,心,心,忠,bge_m3_1024d__cn_def__EDGE-00154,5,5,膽,5523,0.399289458990097,膛,4767,0.4313022792339325,6039,3,0,0,0,0.0001810610175629,0.0854587611791983,0,0,0,0.000209775540172,0.2106657833719775,756,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00155,ROOT-4E2D,中,忄,心,忡,bge_m3_1024d__cn_def__EDGE-00155,5,5,膽,3464,0.4493271112442016,膽,1421,0.5033499598503113,6039,3,0,0,0,0.0002886836027713,0.4264657171248758,0,0,0,0.0007037297677691,0.7648227890029811,2043,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00156,ROOT-4E2D,中,氵,水,沖,bge_m3_1024d__cn_def__EDGE-00156,5,5,礬,388,0.5753518342971802,乾,507,0.5364547967910767,6039,3,0,0,0,0.0025773195876288,0.9359059291156012,0,0,0,0.0019723865877712,0.916197416363034,-119,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00157,ROOT-4E2D,中,皿,皿,盅,bge_m3_1024d__cn_def__EDGE-00157,5,5,箱,859,0.6133177280426025,盛,870,0.5967312455177307,6039,3,0,0,0,0.0011641443538998,0.8578999668764491,0,0,0,0.0011494252873563,0.8560781715799934,-11,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00158,ROOT-4E2D,中,衣,衣,衷,bge_m3_1024d__cn_def__EDGE-00158,5,5,襪,2169,0.5439743995666504,襖,1122,0.554412305355072,6039,3,0,0,0,0.0004610419548178,0.640940708843988,0,0,0,0.0008912655971479,0.8143424975157336,1047,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00159,ROOT-34DE,㓞,大,大,契,bge_m3_1024d__cn_def__EDGE-00159,7,7,小,747,0.5623791217803955,小,408,0.5936008095741272,6039,3,0,0,0,0.001338688085676,0.8764491553494534,0,0,0,0.0024509803921568,0.9325935740311362,339,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00161,ROOT-34DE,契,口,口,喫,bge_m3_1024d__cn_def__EDGE-00161,7,7,胃,46,0.6451372504234314,饌,38,0.6733845472335815,6039,3,0,0,0,0.0217391304347826,0.9925472010599536,0,0,0,0.0263157894736842,0.9938721430937396,8,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00162,ROOT-34DE,契,木,木,楔,bge_m3_1024d__cn_def__EDGE-00162,7,7,艾,58,0.5649468302726746,艾,80,0.5383063554763794,6039,3,0,0,0,0.0172413793103448,0.9905597880092746,0,0,0,0.0125,0.986916197416363,-22,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00165,ROOT-34DE,契,釒,金,鍥,bge_m3_1024d__cn_def__EDGE-00165,7,7,鈾,171,0.5190579891204834,鈾,60,0.5674582123756409,6039,3,0,0,0,0.0058479532163742,0.971844981782047,0,0,0,0.0166666666666666,0.990228552500828,111,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00166,ROOT-34DE,㓞,手,手,挈,bge_m3_1024d__cn_def__EDGE-00166,7,7,軀,1166,0.6057868003845215,軀,525,0.6445952653884888,6039,3,0,0,0,0.0008576329331046,0.8070553163299106,0,0,0,0.0019047619047619,0.9132162967870155,641,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00167,ROOT-34DE,㓞,糸,糸,絜,bge_m3_1024d__cn_def__EDGE-00167,7,7,緬,1008,0.5992296934127808,緬,1918,0.5640360116958618,6039,3,0,0,0,0.0009920634920634,0.8332229214971845,0,0,0,0.0005213764337851,0.6825107651540245,-910,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00168,ROOT-34DE,絜,氵,水,潔,bge_m3_1024d__cn_def__EDGE-00168,7,7,礬,360,0.5776152014732361,乾,317,0.5943760871887207,6039,3,0,0,0,0.0027777777777777,0.9405432262338522,0,0,0,0.0031545741324921,0.947664789665452,43,0,0,0,0,0,0
bge_m3_1024d,cn_def,EDGE-00170,ROOT-34DE,㓞,齒,齒,齧,bge_m3_1024d__cn_def__EDGE-00170,7,7,牙,15,0.6988795399665833,牙,3,0.7429859638214111,6039,3,0,0,0,0.0666666666666666,0.9976813514408744,0,1,1,0.3333333333333333,0.9996687644915536,12,0,0,1,0,1,0
bge_m3_1024d,cn_def,EDGE-00178,ROOT-4E30,夆,火,火,烽,bge_m3_1024d__cn_def__EDGE-00178,5,4,焰,897,0.5349348783493042,燄,1182,0.4711499512195587,6039,3,0,0,0,0.0011148272017837,0.8516064922159655,0,0,0,0.0008460236886632,0.8044054322623385,-285,0,0,0,0,0,0
